"Site","Species","Abundance"
48,"Maquira.guianensis.costaricana",4
49,"Maquira.guianensis.costaricana",5
50,"Maquira.guianensis.costaricana",2
5,"Margaritaria.nobilis",1
48,"Margaritaria.nobilis",1
1,"Marila.laxiflora",1
31,"Marila.laxiflora",1
50,"Marila.laxiflora",8
1,"Maytenus.schippii",2
4,"Maytenus.schippii",1
6,"Maytenus.schippii",1
7,"Maytenus.schippii",2
10,"Maytenus.schippii",1
11,"Maytenus.schippii",1
18,"Maytenus.schippii",1
19,"Maytenus.schippii",1
20,"Maytenus.schippii",1
21,"Maytenus.schippii",1
26,"Maytenus.schippii",1
28,"Maytenus.schippii",1
32,"Maytenus.schippii",1
41,"Maytenus.schippii",2
43,"Maytenus.schippii",1
44,"Maytenus.schippii",1
49,"Maytenus.schippii",1
50,"Maytenus.schippii",1
4,"Miconia.affinis",1
8,"Miconia.affinis",1
10,"Miconia.affinis",1
14,"Miconia.affinis",1
17,"Miconia.affinis",1
20,"Miconia.affinis",1
34,"Miconia.affinis",1
39,"Miconia.affinis",1
1,"Miconia.argentea",2
3,"Miconia.argentea",1
5,"Miconia.argentea",1
7,"Miconia.argentea",1
8,"Miconia.argentea",4
13,"Miconia.argentea",5
14,"Miconia.argentea",3
17,"Miconia.argentea",3
18,"Miconia.argentea",4
20,"Miconia.argentea",10
24,"Miconia.argentea",6
27,"Miconia.argentea",2
29,"Miconia.argentea",2
30,"Miconia.argentea",8
32,"Miconia.argentea",1
34,"Miconia.argentea",3
35,"Miconia.argentea",3
37,"Miconia.argentea",2
38,"Miconia.argentea",1
39,"Miconia.argentea",1
41,"Miconia.argentea",1
46,"Miconia.argentea",3
47,"Miconia.argentea",3
19,"Miconia.elata",1
14,"Miconia.hondurensis",1
15,"Miconia.hondurensis",1
19,"Miconia.hondurensis",2
20,"Miconia.hondurensis",1
22,"Miconia.hondurensis",2
1,"Mosannona.garwoodii",1
5,"Mosannona.garwoodii",1
6,"Mosannona.garwoodii",1
7,"Mosannona.garwoodii",1
10,"Mosannona.garwoodii",1
17,"Mosannona.garwoodii",2
18,"Mosannona.garwoodii",1
20,"Mosannona.garwoodii",1
22,"Mosannona.garwoodii",1
31,"Mosannona.garwoodii",1
44,"Mosannona.garwoodii",1
45,"Mosannona.garwoodii",1
46,"Mosannona.garwoodii",1
47,"Mosannona.garwoodii",1
1,"Myrcia.gatunensis",1
9,"Myrcia.gatunensis",1
14,"Myrcia.gatunensis",1
19,"Myrcia.gatunensis",1
45,"Myrcia.gatunensis",1
6,"Myrospermum.frutescens",2
24,"Myrospermum.frutescens",1
31,"Myrospermum.frutescens",1
46,"Myrospermum.frutescens",3
2,"Nectandra.cissiflora",1
3,"Nectandra.cissiflora",2
4,"Nectandra.cissiflora",2
5,"Nectandra.cissiflora",2
7,"Nectandra.cissiflora",1
8,"Nectandra.cissiflora",2
9,"Nectandra.cissiflora",3
10,"Nectandra.cissiflora",5
11,"Nectandra.cissiflora",3
14,"Nectandra.cissiflora",1
17,"Nectandra.cissiflora",1
20,"Nectandra.cissiflora",2
21,"Nectandra.cissiflora",1
28,"Nectandra.cissiflora",1
33,"Nectandra.cissiflora",1
41,"Nectandra.cissiflora",1
42,"Nectandra.cissiflora",3
43,"Nectandra.cissiflora",1
12,"Nectandra.lineata",1
16,"Nectandra.lineata",1
18,"Nectandra.lineata",1
20,"Nectandra.lineata",1
21,"Nectandra.lineata",1
24,"Nectandra.lineata",1
36,"Nectandra.lineata",1
39,"Nectandra.lineata",2
50,"Nectandra.lineata",1
1,"Nectandra.purpurea",1
6,"Nectandra.purpurea",1
38,"Nectandra.purpurea",1
46,"Nectandra.purpurea",1
1,"Ochroma.pyramidale",1
8,"Ochroma.pyramidale",3
15,"Ochroma.pyramidale",1
3,"Ocotea.cernua",1
4,"Ocotea.cernua",1
7,"Ocotea.cernua",1
9,"Ocotea.cernua",1
12,"Ocotea.cernua",2
13,"Ocotea.cernua",5
14,"Ocotea.cernua",1
15,"Ocotea.cernua",2
18,"Ocotea.cernua",1
19,"Ocotea.cernua",2
20,"Ocotea.cernua",1
23,"Ocotea.cernua",1
24,"Ocotea.cernua",1
25,"Ocotea.cernua",1
30,"Ocotea.cernua",1
34,"Ocotea.cernua",2
35,"Ocotea.cernua",1
39,"Ocotea.cernua",1
41,"Ocotea.cernua",3
3,"Ocotea.oblonga",1
4,"Ocotea.oblonga",2
10,"Ocotea.oblonga",1
11,"Ocotea.oblonga",3
14,"Ocotea.oblonga",1
15,"Ocotea.oblonga",1
21,"Ocotea.oblonga",2
22,"Ocotea.oblonga",1
25,"Ocotea.oblonga",1
27,"Ocotea.oblonga",3
28,"Ocotea.oblonga",1
30,"Ocotea.oblonga",1
32,"Ocotea.oblonga",2
35,"Ocotea.oblonga",1
36,"Ocotea.oblonga",2
38,"Ocotea.oblonga",2
39,"Ocotea.oblonga",1
40,"Ocotea.oblonga",1
41,"Ocotea.oblonga",2
42,"Ocotea.oblonga",1
43,"Ocotea.oblonga",1
44,"Ocotea.oblonga",1
45,"Ocotea.oblonga",1
47,"Ocotea.oblonga",1
48,"Ocotea.oblonga",1
49,"Ocotea.oblonga",1
4,"Ocotea.puberula",2
6,"Ocotea.puberula",1
8,"Ocotea.puberula",2
10,"Ocotea.puberula",2
11,"Ocotea.puberula",1
13,"Ocotea.puberula",3
15,"Ocotea.puberula",3
19,"Ocotea.puberula",1
20,"Ocotea.puberula",2
24,"Ocotea.puberula",1
25,"Ocotea.puberula",1
29,"Ocotea.puberula",1
45,"Ocotea.puberula",1
48,"Ocotea.puberula",1
1,"Ocotea.whitei",1
3,"Ocotea.whitei",2
4,"Ocotea.whitei",3
5,"Ocotea.whitei",16
6,"Ocotea.whitei",3
8,"Ocotea.whitei",1
9,"Ocotea.whitei",1
10,"Ocotea.whitei",3
11,"Ocotea.whitei",3
14,"Ocotea.whitei",1
15,"Ocotea.whitei",1
16,"Ocotea.whitei",2
19,"Ocotea.whitei",1
20,"Ocotea.whitei",5
21,"Ocotea.whitei",12
24,"Ocotea.whitei",2
25,"Ocotea.whitei",1
26,"Ocotea.whitei",15
27,"Ocotea.whitei",1
31,"Ocotea.whitei",29
32,"Ocotea.whitei",4
33,"Ocotea.whitei",2
36,"Ocotea.whitei",11
37,"Ocotea.whitei",8
41,"Ocotea.whitei",2
42,"Ocotea.whitei",7
43,"Ocotea.whitei",7
44,"Ocotea.whitei",5
45,"Ocotea.whitei",13
47,"Ocotea.whitei",1
48,"Ocotea.whitei",4
49,"Ocotea.whitei",8
50,"Ocotea.whitei",9
1,"Oenocarpus.mapora",22
2,"Oenocarpus.mapora",21
3,"Oenocarpus.mapora",14
4,"Oenocarpus.mapora",23
5,"Oenocarpus.mapora",17
6,"Oenocarpus.mapora",19
7,"Oenocarpus.mapora",20
8,"Oenocarpus.mapora",20
9,"Oenocarpus.mapora",18
10,"Oenocarpus.mapora",20
11,"Oenocarpus.mapora",17
12,"Oenocarpus.mapora",19
13,"Oenocarpus.mapora",17
14,"Oenocarpus.mapora",22
15,"Oenocarpus.mapora",11
16,"Oenocarpus.mapora",15
17,"Oenocarpus.mapora",31
18,"Oenocarpus.mapora",24
19,"Oenocarpus.mapora",24
20,"Oenocarpus.mapora",19
21,"Oenocarpus.mapora",11
22,"Oenocarpus.mapora",24
23,"Oenocarpus.mapora",22
24,"Oenocarpus.mapora",24
25,"Oenocarpus.mapora",14
26,"Oenocarpus.mapora",6
27,"Oenocarpus.mapora",11
28,"Oenocarpus.mapora",10
29,"Oenocarpus.mapora",16
30,"Oenocarpus.mapora",12
31,"Oenocarpus.mapora",7
32,"Oenocarpus.mapora",5
33,"Oenocarpus.mapora",10
34,"Oenocarpus.mapora",9
35,"Oenocarpus.mapora",4
36,"Oenocarpus.mapora",24
37,"Oenocarpus.mapora",15
38,"Oenocarpus.mapora",11
39,"Oenocarpus.mapora",4
40,"Oenocarpus.mapora",2
41,"Oenocarpus.mapora",11
42,"Oenocarpus.mapora",19
43,"Oenocarpus.mapora",11
44,"Oenocarpus.mapora",10
45,"Oenocarpus.mapora",8
46,"Oenocarpus.mapora",36
47,"Oenocarpus.mapora",28
48,"Oenocarpus.mapora",15
49,"Oenocarpus.mapora",4
50,"Oenocarpus.mapora",12
29,"Ormosia.amazonica",1
19,"Ormosia.coccinea",1
34,"Ormosia.coccinea",1
35,"Ormosia.coccinea",1
39,"Ormosia.coccinea",1
44,"Ormosia.coccinea",1
12,"Ormosia.macrocalyx",1
27,"Ormosia.macrocalyx",1
33,"Ormosia.macrocalyx",1
7,"Pachira.quinata",1
30,"Pachira.sessilis",9
2,"Perebea.xanthochyma",1
5,"Perebea.xanthochyma",1
9,"Perebea.xanthochyma",8
10,"Perebea.xanthochyma",6
14,"Perebea.xanthochyma",2
15,"Perebea.xanthochyma",1
20,"Perebea.xanthochyma",1
36,"Perebea.xanthochyma",1
3,"Cinnamomum.triplinerve",1
5,"Cinnamomum.triplinerve",1
7,"Cinnamomum.triplinerve",2
9,"Cinnamomum.triplinerve",1
12,"Cinnamomum.triplinerve",1
14,"Cinnamomum.triplinerve",1
16,"Cinnamomum.triplinerve",1
22,"Cinnamomum.triplinerve",1
23,"Cinnamomum.triplinerve",1
24,"Cinnamomum.triplinerve",2
25,"Cinnamomum.triplinerve",1
35,"Cinnamomum.triplinerve",1
36,"Cinnamomum.triplinerve",1
41,"Cinnamomum.triplinerve",1
3,"Picramnia.latifolia",1
8,"Picramnia.latifolia",1
11,"Picramnia.latifolia",1
13,"Picramnia.latifolia",1
14,"Picramnia.latifolia",1
20,"Picramnia.latifolia",1
22,"Picramnia.latifolia",1
25,"Picramnia.latifolia",1
26,"Picramnia.latifolia",6
27,"Picramnia.latifolia",3
31,"Picramnia.latifolia",2
32,"Picramnia.latifolia",2
34,"Picramnia.latifolia",2
35,"Picramnia.latifolia",1
36,"Picramnia.latifolia",2
37,"Picramnia.latifolia",2
38,"Picramnia.latifolia",1
41,"Picramnia.latifolia",5
42,"Picramnia.latifolia",1
44,"Picramnia.latifolia",1
45,"Picramnia.latifolia",1
46,"Picramnia.latifolia",2
48,"Picramnia.latifolia",4
49,"Picramnia.latifolia",1
50,"Picramnia.latifolia",1
5,"Piper.reticulatum",2
11,"Piper.reticulatum",1
17,"Piper.reticulatum",1
26,"Piper.reticulatum",1
27,"Piper.reticulatum",1
34,"Piper.reticulatum",1
36,"Piper.reticulatum",1
48,"Piper.reticulatum",1
1,"Platymiscium.pinnatum",3
2,"Platymiscium.pinnatum",3
3,"Platymiscium.pinnatum",5
4,"Platymiscium.pinnatum",1
5,"Platymiscium.pinnatum",1
6,"Platymiscium.pinnatum",1
7,"Platymiscium.pinnatum",6
9,"Platymiscium.pinnatum",2
13,"Platymiscium.pinnatum",2
14,"Platymiscium.pinnatum",2
15,"Platymiscium.pinnatum",1
16,"Platymiscium.pinnatum",1
17,"Platymiscium.pinnatum",2
18,"Platymiscium.pinnatum",1
19,"Platymiscium.pinnatum",2
23,"Platymiscium.pinnatum",1
24,"Platymiscium.pinnatum",2
25,"Platymiscium.pinnatum",3
26,"Platymiscium.pinnatum",1
28,"Platymiscium.pinnatum",4
32,"Platymiscium.pinnatum",2
34,"Platymiscium.pinnatum",2
35,"Platymiscium.pinnatum",1
37,"Platymiscium.pinnatum",2
38,"Platymiscium.pinnatum",1
42,"Platymiscium.pinnatum",2
43,"Platymiscium.pinnatum",1
44,"Platymiscium.pinnatum",1
45,"Platymiscium.pinnatum",2
46,"Platymiscium.pinnatum",2
47,"Platymiscium.pinnatum",1
1,"Platypodium.elegans",2
2,"Platypodium.elegans",1
3,"Platypodium.elegans",3
6,"Platypodium.elegans",2
7,"Platypodium.elegans",3
8,"Platypodium.elegans",3
9,"Platypodium.elegans",1
11,"Platypodium.elegans",1
12,"Platypodium.elegans",2
13,"Platypodium.elegans",2
14,"Platypodium.elegans",1
15,"Platypodium.elegans",2
16,"Platypodium.elegans",1
18,"Platypodium.elegans",1
19,"Platypodium.elegans",1
20,"Platypodium.elegans",1
23,"Platypodium.elegans",1
25,"Platypodium.elegans",1
26,"Platypodium.elegans",2
27,"Platypodium.elegans",1
28,"Platypodium.elegans",2
30,"Platypodium.elegans",1
32,"Platypodium.elegans",1
35,"Platypodium.elegans",1
36,"Platypodium.elegans",1
40,"Platypodium.elegans",2
44,"Platypodium.elegans",1
47,"Platypodium.elegans",2
2,"Posoqueria.latifolia",1
17,"Posoqueria.latifolia",1
23,"Posoqueria.latifolia",3
25,"Posoqueria.latifolia",1
27,"Posoqueria.latifolia",1
41,"Posoqueria.latifolia",1
45,"Posoqueria.latifolia",1
46,"Posoqueria.latifolia",3
48,"Posoqueria.latifolia",3
1,"Poulsenia.armata",24
2,"Poulsenia.armata",16
3,"Poulsenia.armata",28
4,"Poulsenia.armata",15
5,"Poulsenia.armata",25
6,"Poulsenia.armata",15
7,"Poulsenia.armata",8
8,"Poulsenia.armata",13
9,"Poulsenia.armata",5
10,"Poulsenia.armata",24
11,"Poulsenia.armata",22
12,"Poulsenia.armata",8
14,"Poulsenia.armata",13
15,"Poulsenia.armata",16
16,"Poulsenia.armata",32
17,"Poulsenia.armata",2
19,"Poulsenia.armata",4
20,"Poulsenia.armata",15
21,"Poulsenia.armata",44
22,"Poulsenia.armata",5
23,"Poulsenia.armata",1
24,"Poulsenia.armata",6
25,"Poulsenia.armata",4
26,"Poulsenia.armata",22
27,"Poulsenia.armata",9
28,"Poulsenia.armata",1
29,"Poulsenia.armata",2
30,"Poulsenia.armata",8
31,"Poulsenia.armata",24
32,"Poulsenia.armata",2
33,"Poulsenia.armata",4
34,"Poulsenia.armata",1
36,"Poulsenia.armata",14
37,"Poulsenia.armata",6
38,"Poulsenia.armata",1
39,"Poulsenia.armata",1
40,"Poulsenia.armata",2
41,"Poulsenia.armata",11
42,"Poulsenia.armata",26
43,"Poulsenia.armata",55
44,"Poulsenia.armata",55
45,"Poulsenia.armata",57
47,"Poulsenia.armata",4
48,"Poulsenia.armata",23
49,"Poulsenia.armata",39
50,"Poulsenia.armata",43
1,"Pourouma.bicolor",5
2,"Pourouma.bicolor",3
5,"Pourouma.bicolor",1
8,"Pourouma.bicolor",1
9,"Pourouma.bicolor",1
11,"Pourouma.bicolor",1
45,"Pourouma.bicolor",1
21,"Pouteria.fossicola",1
24,"Pouteria.fossicola",1
1,"Pouteria.reticulata",5
2,"Pouteria.reticulata",7
3,"Pouteria.reticulata",3
4,"Pouteria.reticulata",6
5,"Pouteria.reticulata",5
6,"Pouteria.reticulata",4
7,"Pouteria.reticulata",4
8,"Pouteria.reticulata",4
9,"Pouteria.reticulata",3
11,"Pouteria.reticulata",5
12,"Pouteria.reticulata",4
13,"Pouteria.reticulata",5
14,"Pouteria.reticulata",5
15,"Pouteria.reticulata",4
16,"Pouteria.reticulata",3
17,"Pouteria.reticulata",5
18,"Pouteria.reticulata",17
19,"Pouteria.reticulata",10
20,"Pouteria.reticulata",1
21,"Pouteria.reticulata",1
22,"Pouteria.reticulata",2
23,"Pouteria.reticulata",6
24,"Pouteria.reticulata",4
25,"Pouteria.reticulata",9
26,"Pouteria.reticulata",3
27,"Pouteria.reticulata",2
28,"Pouteria.reticulata",2
29,"Pouteria.reticulata",2
30,"Pouteria.reticulata",3
31,"Pouteria.reticulata",3
32,"Pouteria.reticulata",4
33,"Pouteria.reticulata",3
34,"Pouteria.reticulata",3
35,"Pouteria.reticulata",4
36,"Pouteria.reticulata",3
37,"Pouteria.reticulata",2
38,"Pouteria.reticulata",4
39,"Pouteria.reticulata",4
40,"Pouteria.reticulata",5
41,"Pouteria.reticulata",3
42,"Pouteria.reticulata",4
43,"Pouteria.reticulata",4
44,"Pouteria.reticulata",2
45,"Pouteria.reticulata",2
46,"Pouteria.reticulata",4
47,"Pouteria.reticulata",7
48,"Pouteria.reticulata",5
49,"Pouteria.reticulata",2
50,"Pouteria.reticulata",1
3,"Pouteria.stipitata",1
10,"Pouteria.stipitata",1
11,"Pouteria.stipitata",1
14,"Pouteria.stipitata",1
16,"Pouteria.stipitata",1
17,"Pouteria.stipitata",6
18,"Pouteria.stipitata",1
19,"Pouteria.stipitata",5
20,"Pouteria.stipitata",2
22,"Pouteria.stipitata",1
27,"Pouteria.stipitata",1
29,"Pouteria.stipitata",1
30,"Pouteria.stipitata",1
33,"Pouteria.stipitata",1
36,"Pouteria.stipitata",1
45,"Pouteria.stipitata",1
46,"Pouteria.stipitata",3
47,"Pouteria.stipitata",1
49,"Pouteria.stipitata",1
1,"Prioria.copaifera",13
2,"Prioria.copaifera",12
3,"Prioria.copaifera",12
4,"Prioria.copaifera",5
5,"Prioria.copaifera",3
6,"Prioria.copaifera",26
7,"Prioria.copaifera",18
8,"Prioria.copaifera",5
9,"Prioria.copaifera",1
10,"Prioria.copaifera",2
11,"Prioria.copaifera",26
12,"Prioria.copaifera",21
13,"Prioria.copaifera",7
14,"Prioria.copaifera",3
16,"Prioria.copaifera",18
17,"Prioria.copaifera",25
18,"Prioria.copaifera",5
19,"Prioria.copaifera",5
21,"Prioria.copaifera",14
22,"Prioria.copaifera",17
23,"Prioria.copaifera",1
24,"Prioria.copaifera",4
25,"Prioria.copaifera",1
26,"Prioria.copaifera",11
27,"Prioria.copaifera",11
28,"Prioria.copaifera",4
29,"Prioria.copaifera",14
30,"Prioria.copaifera",9
31,"Prioria.copaifera",3
32,"Prioria.copaifera",1
33,"Prioria.copaifera",5
34,"Prioria.copaifera",14
35,"Prioria.copaifera",7
37,"Prioria.copaifera",1
38,"Prioria.copaifera",5
39,"Prioria.copaifera",6
40,"Prioria.copaifera",1
42,"Prioria.copaifera",1
43,"Prioria.copaifera",1
44,"Prioria.copaifera",1
46,"Prioria.copaifera",3
47,"Prioria.copaifera",1
48,"Prioria.copaifera",2
1,"Protium.costaricense",5
2,"Protium.costaricense",4
3,"Protium.costaricense",1
4,"Protium.costaricense",3
5,"Protium.costaricense",7
6,"Protium.costaricense",1
9,"Protium.costaricense",4
10,"Protium.costaricense",4
11,"Protium.costaricense",2
14,"Protium.costaricense",3
15,"Protium.costaricense",4
16,"Protium.costaricense",1
17,"Protium.costaricense",1
20,"Protium.costaricense",7
21,"Protium.costaricense",2
25,"Protium.costaricense",6
26,"Protium.costaricense",4
27,"Protium.costaricense",2
28,"Protium.costaricense",3
29,"Protium.costaricense",1
30,"Protium.costaricense",4
31,"Protium.costaricense",3
32,"Protium.costaricense",2
33,"Protium.costaricense",1
34,"Protium.costaricense",5
35,"Protium.costaricense",1
36,"Protium.costaricense",3
37,"Protium.costaricense",4
38,"Protium.costaricense",1
39,"Protium.costaricense",3
40,"Protium.costaricense",2
42,"Protium.costaricense",3
43,"Protium.costaricense",1
44,"Protium.costaricense",3
45,"Protium.costaricense",1
47,"Protium.costaricense",1
48,"Protium.costaricense",1
49,"Protium.costaricense",2
50,"Protium.costaricense",5
1,"Protium.panamense",2
3,"Protium.panamense",2
4,"Protium.panamense",3
5,"Protium.panamense",2
6,"Protium.panamense",1
8,"Protium.panamense",3
10,"Protium.panamense",1
14,"Protium.panamense",4
17,"Protium.panamense",1
19,"Protium.panamense",2
21,"Protium.panamense",1
22,"Protium.panamense",2
23,"Protium.panamense",2
24,"Protium.panamense",1
25,"Protium.panamense",4
27,"Protium.panamense",1
28,"Protium.panamense",1
29,"Protium.panamense",1
30,"Protium.panamense",2
32,"Protium.panamense",1
34,"Protium.panamense",3
39,"Protium.panamense",1
41,"Protium.panamense",1
42,"Protium.panamense",2
44,"Protium.panamense",2
45,"Protium.panamense",3
47,"Protium.panamense",1
1,"Protium.tenuifolium",11
2,"Protium.tenuifolium",8
3,"Protium.tenuifolium",3
4,"Protium.tenuifolium",9
5,"Protium.tenuifolium",3
6,"Protium.tenuifolium",2
7,"Protium.tenuifolium",6
8,"Protium.tenuifolium",7
9,"Protium.tenuifolium",4
10,"Protium.tenuifolium",6
11,"Protium.tenuifolium",4
12,"Protium.tenuifolium",5
13,"Protium.tenuifolium",4
14,"Protium.tenuifolium",5
15,"Protium.tenuifolium",4
16,"Protium.tenuifolium",2
17,"Protium.tenuifolium",2
18,"Protium.tenuifolium",1
19,"Protium.tenuifolium",5
20,"Protium.tenuifolium",9
21,"Protium.tenuifolium",7
22,"Protium.tenuifolium",4
23,"Protium.tenuifolium",3
24,"Protium.tenuifolium",7
25,"Protium.tenuifolium",7
26,"Protium.tenuifolium",6
27,"Protium.tenuifolium",4
28,"Protium.tenuifolium",2
29,"Protium.tenuifolium",6
30,"Protium.tenuifolium",9
31,"Protium.tenuifolium",9
32,"Protium.tenuifolium",3
33,"Protium.tenuifolium",8
34,"Protium.tenuifolium",8
35,"Protium.tenuifolium",1
36,"Protium.tenuifolium",3
37,"Protium.tenuifolium",8
38,"Protium.tenuifolium",10
39,"Protium.tenuifolium",10
40,"Protium.tenuifolium",7
41,"Protium.tenuifolium",6
42,"Protium.tenuifolium",12
43,"Protium.tenuifolium",6
44,"Protium.tenuifolium",8
45,"Protium.tenuifolium",11
46,"Protium.tenuifolium",18
47,"Protium.tenuifolium",27
48,"Protium.tenuifolium",26
49,"Protium.tenuifolium",22
50,"Protium.tenuifolium",23
21,"Pseudobombax.septenatum",1
23,"Pseudobombax.septenatum",1
24,"Pseudobombax.septenatum",1
27,"Pseudobombax.septenatum",1
28,"Pseudobombax.septenatum",1
30,"Pseudobombax.septenatum",1
35,"Pseudobombax.septenatum",2
13,"Psidium.friedrichsthalianum",1
26,"Psidium.friedrichsthalianum",1
33,"Psidium.friedrichsthalianum",1
43,"Psidium.friedrichsthalianum",1
23,"Psychotria.grandis",2
1,"Pterocarpus.rohrii",1
4,"Pterocarpus.rohrii",2
5,"Pterocarpus.rohrii",1
6,"Pterocarpus.rohrii",1
7,"Pterocarpus.rohrii",2
8,"Pterocarpus.rohrii",2
9,"Pterocarpus.rohrii",1
11,"Pterocarpus.rohrii",2
12,"Pterocarpus.rohrii",2
13,"Pterocarpus.rohrii",2
14,"Pterocarpus.rohrii",2
15,"Pterocarpus.rohrii",2
16,"Pterocarpus.rohrii",1
17,"Pterocarpus.rohrii",1
18,"Pterocarpus.rohrii",3
19,"Pterocarpus.rohrii",1
20,"Pterocarpus.rohrii",3
23,"Pterocarpus.rohrii",4
25,"Pterocarpus.rohrii",1
26,"Pterocarpus.rohrii",2
27,"Pterocarpus.rohrii",1
28,"Pterocarpus.rohrii",2
29,"Pterocarpus.rohrii",1
30,"Pterocarpus.rohrii",3
31,"Pterocarpus.rohrii",1
32,"Pterocarpus.rohrii",6
33,"Pterocarpus.rohrii",1
34,"Pterocarpus.rohrii",1
35,"Pterocarpus.rohrii",2
37,"Pterocarpus.rohrii",3
38,"Pterocarpus.rohrii",2
39,"Pterocarpus.rohrii",2
41,"Pterocarpus.rohrii",2
42,"Pterocarpus.rohrii",3
43,"Pterocarpus.rohrii",1
44,"Pterocarpus.rohrii",1
45,"Pterocarpus.rohrii",1
46,"Pterocarpus.rohrii",3
47,"Pterocarpus.rohrii",1
48,"Pterocarpus.rohrii",2
49,"Pterocarpus.rohrii",3
50,"Pterocarpus.rohrii",2
1,"Quararibea.asterolepis",11
2,"Quararibea.asterolepis",12
3,"Quararibea.asterolepis",15
4,"Quararibea.asterolepis",14
5,"Quararibea.asterolepis",9
6,"Quararibea.asterolepis",3
7,"Quararibea.asterolepis",21
8,"Quararibea.asterolepis",7
9,"Quararibea.asterolepis",4
10,"Quararibea.asterolepis",18
11,"Quararibea.asterolepis",25
12,"Quararibea.asterolepis",11
13,"Quararibea.asterolepis",1
14,"Quararibea.asterolepis",10
15,"Quararibea.asterolepis",8
16,"Quararibea.asterolepis",25
17,"Quararibea.asterolepis",9
19,"Quararibea.asterolepis",2
20,"Quararibea.asterolepis",15
21,"Quararibea.asterolepis",12
22,"Quararibea.asterolepis",11
23,"Quararibea.asterolepis",6
24,"Quararibea.asterolepis",12
25,"Quararibea.asterolepis",22
26,"Quararibea.asterolepis",20
27,"Quararibea.asterolepis",20
28,"Quararibea.asterolepis",24
29,"Quararibea.asterolepis",14
30,"Quararibea.asterolepis",13
31,"Quararibea.asterolepis",25
32,"Quararibea.asterolepis",21
33,"Quararibea.asterolepis",22
34,"Quararibea.asterolepis",17
35,"Quararibea.asterolepis",11
36,"Quararibea.asterolepis",11
37,"Quararibea.asterolepis",14
38,"Quararibea.asterolepis",20
39,"Quararibea.asterolepis",20
40,"Quararibea.asterolepis",22
41,"Quararibea.asterolepis",11
42,"Quararibea.asterolepis",19
43,"Quararibea.asterolepis",12
44,"Quararibea.asterolepis",23
45,"Quararibea.asterolepis",32
46,"Quararibea.asterolepis",3
47,"Quararibea.asterolepis",7
48,"Quararibea.asterolepis",21
49,"Quararibea.asterolepis",25
50,"Quararibea.asterolepis",14
37,"Quassia.amara",1
46,"Quassia.amara",3
1,"Randia.armata",3
2,"Randia.armata",2
3,"Randia.armata",1
4,"Randia.armata",4
5,"Randia.armata",2
6,"Randia.armata",9
7,"Randia.armata",14
8,"Randia.armata",4
9,"Randia.armata",4
10,"Randia.armata",1
11,"Randia.armata",7
12,"Randia.armata",2
13,"Randia.armata",15
14,"Randia.armata",3
15,"Randia.armata",2
16,"Randia.armata",3
17,"Randia.armata",5
18,"Randia.armata",10
19,"Randia.armata",2
20,"Randia.armata",3
21,"Randia.armata",1
22,"Randia.armata",11
23,"Randia.armata",1
24,"Randia.armata",4
25,"Randia.armata",4
26,"Randia.armata",3
27,"Randia.armata",10
28,"Randia.armata",5
29,"Randia.armata",6
30,"Randia.armata",4
31,"Randia.armata",7
32,"Randia.armata",20
33,"Randia.armata",16
34,"Randia.armata",11
35,"Randia.armata",5
36,"Randia.armata",2
37,"Randia.armata",2
38,"Randia.armata",8
39,"Randia.armata",5
40,"Randia.armata",7
41,"Randia.armata",3
42,"Randia.armata",1
43,"Randia.armata",2
44,"Randia.armata",1
45,"Randia.armata",1
46,"Randia.armata",4
47,"Randia.armata",2
48,"Randia.armata",4
50,"Randia.armata",2
43,"Sapium.broadleaf",1
44,"Sapium.broadleaf",1
45,"Sapium.broadleaf",1
3,"Sapium.glandulosum",1
5,"Sapium.glandulosum",2
18,"Sapium.glandulosum",1
19,"Sapium.glandulosum",1
24,"Sapium.glandulosum",1
25,"Sapium.glandulosum",1
26,"Sapium.glandulosum",1
27,"Sapium.glandulosum",2
33,"Sapium.glandulosum",1
34,"Sapium.glandulosum",1
35,"Sapium.glandulosum",1
46,"Sapium.glandulosum",1
48,"Sapium.glandulosum",1
49,"Sapium.glandulosum",1
50,"Sapium.glandulosum",1
6,"Schizolobium.parahyba",1
22,"Schizolobium.parahyba",1
41,"Senna.dariensis",1
1,"Simarouba.amara",14
2,"Simarouba.amara",6
3,"Simarouba.amara",16
4,"Simarouba.amara",8
5,"Simarouba.amara",7
6,"Simarouba.amara",7
7,"Simarouba.amara",13
8,"Simarouba.amara",14
9,"Simarouba.amara",12
10,"Simarouba.amara",17
11,"Simarouba.amara",7
12,"Simarouba.amara",9
13,"Simarouba.amara",2
14,"Simarouba.amara",4
15,"Simarouba.amara",6
16,"Simarouba.amara",8
17,"Simarouba.amara",2
18,"Simarouba.amara",2
19,"Simarouba.amara",6
20,"Simarouba.amara",8
21,"Simarouba.amara",4
22,"Simarouba.amara",5
23,"Simarouba.amara",1
24,"Simarouba.amara",3
25,"Simarouba.amara",10
26,"Simarouba.amara",5
27,"Simarouba.amara",16
28,"Simarouba.amara",7
29,"Simarouba.amara",3
30,"Simarouba.amara",8
31,"Simarouba.amara",5
32,"Simarouba.amara",5
33,"Simarouba.amara",2
34,"Simarouba.amara",2
36,"Simarouba.amara",9
37,"Simarouba.amara",6
38,"Simarouba.amara",3
39,"Simarouba.amara",1
40,"Simarouba.amara",4
41,"Simarouba.amara",1
42,"Simarouba.amara",4
45,"Simarouba.amara",3
